Pozycja,Forma podstawowa,Liczba wystąpień,Pierwsza litera etykiety
15629,pracowitość,4,A
15630,wybitnie,4,F
15631,kondycyjny,4,C
15632,talia,4,A
15633,mikstowy,4,C
15634,odnoga,4,A
15635,niechaj,4,G
15636,współistnieć,4,B
15637,rozumowanie,4,A
15638,kształcony,4,C
15639,torpedować,4,B
15640,zużyć,4,B
15641,przerażenie,4,A
15642,forsowanie,4,A
15643,opłacony,4,C
15644,szykanowanie,4,A
15645,geniusz,4,A
15646,zaaplikować,4,B
15647,przeszkolić,4,B
15648,pluty,4,C
15649,potępianie,4,A
15650,zbezczeszczenie,4,A
15651,okaziciel,4,A
15652,wydzielanie,4,A
15653,egiptologiczny,4,C
15654,nieznajomość,4,A
15655,węgrzyn,4,A
15656,skrupuły,4,A
15657,bojka,4,A
15658,zaleczenie,4,A
15659,autobiografia,4,A
15660,zmysłowy,4,C
15661,przystępny,4,C
15662,pisarstwo,4,A
15663,zastrajkować,4,B
15664,desperacko,4,F
15665,szczelina,4,A
15666,własnoręczny,4,C
15667,antyfaszysta,4,A
15668,znamienity,4,C
15669,zasłużenie,4,A
15670,waloryzować,4,B
15671,kontraktacyjny,4,C
15672,dworka,4,A
15673,łaknienie,4,A
15674,łowiecki,4,C
15675,przykładowo,4,F
15676,zażartować,4,B
15677,daktyloskopijny,4,C
15678,metalowiec,4,A
15679,przymiarka,4,A
15680,powierzchniowy,4,C
15681,trawnik,4,A
15682,gody,4,A
15683,rozpędzony,4,C
15684,przejawić,4,B
15685,astrofizyka,4,A
15686,przeciwrakowy,4,C
15687,wiadomy,4,C
15688,hierarchiczny,4,C
15689,podsłuchowy,4,C
15690,widzialny,4,C
15691,cukrzyk,4,A
15692,laskowy,4,C
15693,przewartościowanie,4,A
15694,współoskarżony,4,A
15695,grzywa,4,A
15696,zakłócający,4,C
15697,skreślony,4,C
15698,eksmitowanie,4,A
15699,podupadający,4,C
15700,zadłużanie,4,A
15701,odzwierzęcy,4,C
15702,dojrzewanie,4,A
15703,wygłaszanie,4,A
15704,rozbiór,4,A
15705,przysmak,4,A
15706,demagogiczny,4,C
15707,tekturowy,4,C
15708,przegrupowanie,4,A
15709,podsłuchiwany,4,C
15710,pouczać,4,B
15711,elizejski,4,C
15712,oponować,4,B
15713,werbować,4,B
15714,dziewięcioletni,4,C
15715,kliczka,4,A
15716,wypadnięcie,4,A
15717,zaopiekować się,4,B
15718,potasowy,4,C
15719,ekologicznie,4,F
15720,kapitalny,4,C
15721,tyfus,4,A
15722,rejestrujący,4,C
15723,rewelacyjnie,4,F
15724,rozpoznawanie,4,A
15725,kluska,4,A
15726,ziemniaczany,4,C
15727,lasso,4,A
15728,zaprogramowany,4,C
15729,czytnik,4,A
15730,wszczynanie,4,A
15731,poprzestać,4,B
15732,wokanda,4,A
15733,zgryzienie,4,A
15734,żuraw,4,A
15735,wciągać,4,B
15736,przedawkowanie,4,A
15737,machina,4,A
15738,wychowywanie,4,A
15739,odpalić,4,B
15740,lalkarski,4,C
15741,chorał,4,A
15742,wchłaniać,4,B
15743,poprawczak,4,A
15744,dźgać,4,B
15745,podwozie,4,A
15746,ołtarzowy,4,C
15747,wapń,4,A
15748,kolportowany,4,C
15749,przeczekać,4,B
15750,osiemdziesiąty,4,C
15751,uwarunkowany,4,C
15752,łowicki,4,C
15753,reporterka,4,A
15754,zacier,4,A
15755,bulwarowy,4,C
15756,furtka,4,A
15757,wywieszony,4,C
15758,modernizowany,4,C
15759,tanieć,4,B
15760,armatura,4,A
15761,zaobserwowany,4,C
15762,kompozytorka,4,A
15763,łan,4,A
15764,administrujący,4,C
15765,kwestionowanie,4,A
15766,scalić,4,B
15767,rozdrobniony,4,C
15768,zdetronizować,4,B
15769,zdemaskowanie,4,A
15770,aptekarz,4,A
15771,wypisywać,4,B
15772,rozpisywać,4,B
15773,obczyzna,4,A
15774,dopełnienie,4,A
15775,ortodoksyjny,4,C
15776,znormalizować,4,B
15777,wyczyścić,4,B
15778,ćwiczący,4,C
15779,pojednać,4,B
15780,odpowiedzialnie,4,F
15781,degeneracja,4,A
15782,plamka,4,A
15783,odruch,4,A
15784,wywnioskować,4,B
15785,wypchnięty,4,C
15786,makaron,4,A
15787,kreator,4,A
15788,wat,4,A
15789,skrywać,4,B
15790,fałsz,4,A
15791,apatia,4,A
15792,zaprogramować,4,B
15793,dochodzeniowy,4,C
15794,podporządkowywać,4,B
15795,zetknięcie,4,A
15796,aktywniej,4,F
15797,facet,4,A
15798,wielkopostny,4,C
15799,umundurowany,4,C
15800,trudnić się,4,B
15801,zestrzelony,4,C
15802,burda,4,A
15803,nowocześniejszy,4,C
15804,inwektywa,4,A
15805,kilkuosobowy,4,C
15806,ekstra,4,C
15807,uchronienie,4,A
15808,opalany,4,C
15809,popularyzować,4,B
15810,topograficzny,4,C
15811,słuchowisko,4,A
15812,porażenie,4,A
15813,własnoręcznie,4,F
15814,infułat,4,A
15815,posłannictwo,4,A
15816,kwarantanna,4,A
15817,odmierzać,4,B
15818,zaniedbywanie,4,A
15819,skłócenie,4,A
15820,wydatkowany,4,C
15821,obwieszczać,4,B
15822,najpowszechniejszy,4,C
15823,kolonizator,4,A
15824,wodospad,4,A
15825,paleontologia,4,A
15826,odradzanie,4,A
15827,odśpiewanie,4,A
15828,zagłuszać,4,B
15829,pogrążać,4,B
15830,biedota,4,A
15831,zamieszczanie,4,A
15832,kucie,4,A
15833,gruntownie,4,F
15834,wczesnochrześcijański,4,C
15835,pożądać,4,B
15836,lany,4,C
15837,rzucany,4,C
15838,popłoch,4,A
15839,popadły,4,C
15840,niebiański,4,C
15841,medytacja,4,A
15842,inspekcyjny,4,C
15843,karuzela,4,A
15844,sianie,4,A
15845,osunięcie się,4,A
15846,osuwać się,4,B
15847,eskortowany,4,C
15848,śmiecie,4,A
15849,natrzeć,4,B
15850,konno,4,F
15851,lenny,4,C
15852,niezręczność,4,A
15853,kryminał,4,A
15854,awanturniczy,4,C
15855,powzięty,4,C
15856,złagodzony,4,C
15857,kopalny,4,C
15858,bacznie,4,F
15859,mak,4,A
15860,zaciąć,4,B
15861,potrącenie,4,A
15862,bezsilność,4,A
15863,dres,4,A
15864,śpieszyć,4,B
15865,abiturient,4,A
15866,okaleczenie,4,A
15867,sęk,4,A
15868,wyryty,4,C
15869,kursowanie,4,A
15870,osiadły,4,C
15871,nieosiągalny,4,C
15872,wybraniać,4,B
15873,goić,4,B
15874,zaryzykować,4,B
15875,poświąteczny,4,C
15876,odznaczać,4,B
15877,rozkwit,4,A
15878,primabalerina,4,A
15879,zamorski,4,C
15880,roślinożerny,4,C
15881,odrębnie,4,F
15882,szczęśliwie,4,F
15883,sobowtór,4,A
15884,cudzoziemka,4,A
15885,ciekawszy,4,C
15886,ołówek,4,A
15887,zakodowany,4,C
15888,pałacyk,4,A
15889,kryza,4,A
15890,zrewanżować się,4,B
15891,współzawodnictwo,4,A
15892,manifestujący,4,C
15893,lornetka,4,A
15894,przerobiony,4,C
15895,dziewiętnastowieczny,4,C
15896,pudel,4,A
15897,rozstanie,4,A
15898,obligować,4,B
15899,trolejbus,4,A
15900,piętnować,4,B
15901,załagodzenie,4,A
15902,gładko,4,F
15903,sensacyjnie,4,F
15904,szermierz,4,A
15905,odróżnić,4,B
15906,powybijać,4,B
15907,odpalenie,4,A
15908,agresywność,4,A
15909,wszakże,4,G
15910,ociąganie,4,A
15911,przyrzeczony,4,C
15912,koziołek,4,A
15913,opalanie,4,A
15914,obojczyk,4,A
15915,lutnik,4,A
15916,upoważniający,4,C
15917,nieistotny,4,C
15918,zamożniejszy,4,C
15919,depresyjny,4,C
15920,suita,4,A
15921,alergik,4,A
15922,klimatyzowany,4,C
15923,muszka,4,A
15924,żalić się,4,B
15925,wadliwie,4,F
15926,refleks,4,A
15927,najpóźniejszy,4,C
15928,stróż,4,A
15929,dawanie,4,A
15930,loteryjny,4,C
15931,obcojęzyczny,4,C
15932,metryka,4,A
15933,kontrapunkt,4,A
15934,lipa,4,A
15935,łudząco,4,F
15936,konfrontacyjny,4,C
15937,zasilenie,4,A
15938,tynk,4,A
15939,zlicytować,4,B
15940,chorągiewka,4,A
15941,ustronie,4,A
15942,poświadczać,4,B
15943,sperma,4,A
15944,kuty,4,C
15945,rozwarstwienie,4,A
15946,szczęśliwszy,4,C
15947,dowozić,4,B
15948,szczepić,4,B
15949,kordegarda,4,A
15950,poufność,4,A
15951,najkrócej,4,F
15952,zięba,4,A
15953,usposobienie,4,A
15954,zaułek,4,A
15955,krowi,4,C
15956,wikariusz,4,A
15957,opatrzyć,4,B
15958,przystawić,4,B
15959,otrzymujący,4,C
15960,pulsujący,4,C
15961,spóźniać się,4,B
15962,tasak,4,A
15963,napotkany,4,C
15964,rajski,4,C
15965,tysiącletni,4,C
15966,pielucha,4,A
15967,cyna,4,A
15968,absorbować,4,B
15969,dolecieć,4,B
15970,tajga,4,A
15971,bezinteresownie,4,F
15972,amulet,4,A
15973,dekoracyjny,4,C
15974,talerz,4,A
15975,zwój,4,A
15976,champion,4,A
15977,przedrzeć,4,B
15978,kształtowany,4,C
15979,masówka,4,A
15980,zeń,4,G
15981,uczciwie,4,F
15982,medykamenty,4,A
15983,internować,4,B
15984,przyzwyczajać,4,B
15985,nabywany,4,C
15986,wyświetlony,4,C
15987,wentylacja,4,A
15988,muzealnik,4,A
15989,zrzucać,4,B
15990,wpłacany,4,C
15991,zeznający,4,C
15992,radioaktywność,4,A
15993,wyśrubowany,4,C
15994,dżuma,4,A
15995,tłumik,4,A
15996,orlik,4,A
15997,ozimy,4,C
15998,znakomitość,4,A
15999,zastraszać,4,B
16000,najgorętszy,4,C
16001,bluzka,4,A
16002,poddasze,4,A
16003,anglosaski,4,C
16004,imiennie,4,F
16005,stawiający,4,C
16006,pełnomocny,4,C
16007,destabilizować,4,B
16008,starczyć,4,B
16009,trzustkowy,4,C
16010,kaloria,4,A
16011,zaradczy,4,C
16012,zdemontować,4,B
16013,zarobienie,4,A
16014,niezwykłość,4,A
16015,strzegący,4,C
16016,luksus,4,A
16017,przedsiębiorczy,4,C
16018,wpadający,4,C
16019,malutki,4,C
16020,zmienianie,4,A
16021,iluminacja,4,A
16022,przygodny,4,C
16023,rachuba,4,A
16024,kolejarski,4,C
16025,barta,4,A
16026,szczycić się,4,B
16027,zapachowy,4,C
16028,sex,4,A
16029,lekceważony,4,C
16030,identyfikator,4,A
16031,indagować,4,B
16032,skapitulować,4,B
16033,pokrewieństwo,4,A
16034,patrolowanie,4,A
16035,szyicki,4,C
16036,karmiony,4,C
16037,położnik,4,A
16038,bezkrwawy,4,C
16039,ironizować,4,B
16040,rozładować,4,B
16041,sportowo,4,F
16042,militaria,4,A
16043,kasować,4,B
16044,fiolka,4,A
16045,makijaż,4,A
16046,palenisko,4,A
16047,solidaryzm,4,A
16048,zmontowanie,4,A
16049,tężcowy,4,C
16050,wykrywany,4,C
16051,wentylator,4,A
16052,zoolog,4,A
16053,ekshumowany,4,C
16054,zajechać,4,B
16055,możność,4,A
16056,równoprawność,4,A
16057,wyłączający,4,C
16058,forteca,4,A
16059,ładować,4,B
16060,lorens,4,A
16061,wcielać,4,B
16062,sadzonka,4,A
16063,czołowo,4,F
16064,plakacista,4,A
16065,karmelita,4,A
16066,trias,4,A
16067,smoła,4,A
16068,figurant,4,A
16069,kamena,4,A
16070,wiktoriański,4,C
16071,rozłamowy,4,C
16072,hiena,4,A
16073,ateista,4,A
16074,współorganizować,4,B
16075,chronologiczny,4,C
16076,hejnalista,4,A
16077,pomiarowy,4,C
16078,przepisywany,4,C
16079,okulista,4,A
16080,procesować się,4,B
16081,zirytowany,4,C
16082,najsprawniej,4,F
16083,bezapelacyjny,4,C
16084,nadgorliwość,4,A
16085,świątek,4,A
16086,stronniczość,4,A
16087,międzyuczelniany,4,C
16088,tańczący,4,C
16089,wyprzedany,4,C
16090,zgubny,4,C
16091,zniewaga,4,A
16092,zamęczony,4,C
16093,borówka,4,A
16094,ogier,4,A
16095,zdyskredytowanie,4,A
16096,przedszkolak,4,A
16097,nasycenie,4,A
16098,drobiarstwo,4,A
16099,zamachowy,4,C
16100,kanwa,4,A
16101,zamontowanie,4,A
16102,współwłaścicielka,4,A
16103,przestraszony,4,C
16104,pilotaż,4,A
16105,powiew,4,A
16106,przesiedlony,4,C
16107,sośnica,4,A
16108,kostnica,4,A
16109,komediopisarz,4,A
16110,odbitka,4,A
16111,rekrutować,4,B
16112,złościć,4,B
16113,przysłaniać,4,B
16114,nadinspektor,4,A
16115,oznakowanie,4,A
16116,opracowujący,4,C
16117,dyskwalifikować,4,B
16118,poziomy,4,C
16119,gipsowy,4,C
16120,zakonserwowany,4,C
16121,bakteriologiczny,4,C
16122,uwalniający,4,C
16123,rogi,4,A
16124,wyjaśniany,4,C
16125,ordynat,4,A
16126,wilgoć,4,A
16127,płoszyć,4,B
16128,zameldowanie,4,A
16129,hi,4,G
16130,subtelny,4,C
16131,wapienniczy,4,C
16132,labirynt,4,A
16133,kolanowy,4,C
16134,znieważający,4,C
16135,szaniec,4,A
16136,teść,4,A
16137,pokonywanie,4,A
16138,pryzmat,4,A
16139,przyciąganie,4,A
16140,wsadzić,4,B
16141,nieprzytomny,4,C
16142,filatelistyczny,4,C
16143,przesuwający,4,C
16144,paradoksalnie,4,F
16145,demilitaryzacja,4,A
16146,lazurowy,4,C
16147,jaskiniowy,4,C
16148,idealnie,4,F
16149,wyłamać,4,B
16150,kopuła,4,A
16151,sprawdzany,4,C
16152,relatywizm,4,A
16153,witający,4,C
16154,najszczęśliwszy,4,C
16155,kurzy,4,C
16156,wypoczywający,4,C
16157,sztormowy,4,C
16158,praktykujący,4,A
16159,hangar,4,A
16160,buta,4,A
16161,zwijać,4,B
16162,wielkomiejski,4,C
16163,przycisk,4,A
16164,mszalny,4,C
16165,inicjatorka,4,A
16166,wielopartyjny,4,C
16167,stanowienie,4,A
16168,tłumaczący,4,C
16169,tendencyjny,4,C
16170,altówka,4,A
16171,stresujący,4,C
16172,tucz,4,A
16173,zasolony,4,C
16174,pozrywać,4,B
16175,złodziejski,4,C
16176,wyjmować,4,B
16177,wkładka,4,A
16178,realistycznie,4,F
16179,altana,4,A
16180,wyczekujący,4,C
16181,zakłamanie,4,A
16182,niezłośliwy,4,C
16183,rozwiewać,4,B
16184,częstość,4,A
16185,młodzieńczy,4,C
16186,znieważyć,4,B
16187,depozytariusz,4,A
16188,zapewnianie,4,A
16189,nieszpory,4,A
16190,plazma,4,A
16191,kilkunastogodzinny,4,C
16192,roznosić,4,B
16193,zarazek,4,A
16194,poturbować,4,B
16195,miłek,4,A
16196,zagospodarowywanie,4,A
16197,bułka,4,A
16198,wmurowanie,4,A
16199,rezydować,4,B
16200,rozbrojony,4,C
16201,recepcja,4,A
16202,dializa,4,A
16203,biodrowy,4,C
16204,charakterystyka,4,A
16205,centralizacja,4,A
16206,agitować,4,B
16207,wyważyć,4,B
16208,pogłębiony,4,C
16209,pacyfikować,4,B
16210,bezinteresowny,4,C
16211,dziesięciokrotnie,4,F
16212,spalać,4,B
16213,bilard,4,A
16214,nieprzekraczalny,4,C
16215,płomienny,4,C
16216,mleczko,4,A
16217,rozszyfrować,4,B
16218,biorca,4,A
16219,kojarzenie,4,A
16220,ławeczka,4,A
16221,sparaliżowanie,4,A
16222,rozsławić,4,B
16223,początkujący,4,A
16224,skorpion,4,A
16225,zawisły,4,C
16226,prognostyk,4,A
16227,wianuszek,4,A
16228,diametralnie,4,F
16229,składowa,4,A
16230,gorączkować,4,B
16231,bojkotować,4,B
16232,równoleżnik,4,A
16233,wstydliwy,4,C
16234,groch,4,A
16235,decybel,4,A
16236,lapidarium,4,A
16237,słony,4,C
16238,ekstaza,4,A
16239,traktorzysta,4,A
16240,konsekracja,4,A
16241,dostanie,4,A
16242,otucha,4,A
16243,wytyczyć,4,B
16244,wykorzenienie,4,A
16245,opatentowanie,4,A
16246,niedołężny,4,C
16247,zepsuć,4,B
16248,administrowanie,4,A
16249,adnotacja,4,A
16250,przepowiedzieć,4,B
16251,wmawiać,4,B
16252,rozrzucony,4,C
16253,kunszt,4,A
16254,strzykawka,4,A
16255,papierniczy,4,C
16256,kasjer,4,A
16257,odrzutowy,4,C
16258,okazany,4,C
16259,osiemset,4,D
16260,docieranie,4,A
16261,fonografia,4,A
16262,używka,4,A
16263,nieświadom,4,C
16264,restaurator,4,A
16265,niefrasobliwość,4,A
16266,charakteryzujący,4,C
16267,kierunkowo,4,F
16268,chybić,4,B
16269,użytkować,4,B
16270,niszczeć,4,B
16271,pomówić,4,B
16272,tonąć,4,B
16273,klasyfikować,4,B
16274,odnawiany,4,C
16275,migać,4,B
16276,hegemonia,4,A
16277,różniący,4,C
16278,abonamentowy,4,C
16279,odlatywać,4,B
16280,gwiazdozbiór,4,A
16281,kciuk,4,A
16282,karpina,4,A
16283,wstrzyknięcie,4,A
16284,kontuzjować,4,B
16285,mrok,4,A
16286,kresowianin,4,A
16287,dyrektoriat,4,A
16288,splamić,4,B
16289,chłosta,4,A
16290,podkładanie,4,A
16291,opóźniający,4,C
16292,klawiszowy,4,C
16293,jidysz,4,A
16294,klepisko,4,A
16295,rekonstruowany,4,C
16296,udekorowany,4,C
16297,piwowar,4,A
16298,wieziony,4,C
16299,ceremoniał,4,A
16300,mszał,4,A
16301,wszczepianie,4,A
16302,docierający,4,C
16303,paser,4,A
16304,najsilniej,4,F
16305,przeciwniczka,4,A
16306,hańbiący,4,C
16307,zdegustowany,4,C
16308,kryty,4,C
16309,elekcja,4,A
16310,bimbrownia,4,A
16311,szarańcza,4,A
16312,ułatwianie,4,A
16313,ar,4,A
16314,miodowy,4,C
16315,oberwanie,4,A
16316,podgatunek,4,A
16317,wielopokoleniowy,4,C
16318,zignorowanie,4,A
16319,wyjęcie,4,A
16320,półtusza,4,A
16321,skonsolidowany,4,C
16322,mamut,4,A
16323,wypalić,4,B
16324,sterroryzowanie,4,A
16325,fontanna,4,A
16326,buddyzm,4,A
16327,nadlatujący,4,C
16328,wrogo,4,F
16329,odium,4,A
16330,gonitwa,4,A
16331,gołosłowny,4,C
16332,darowanie,4,A
16333,obój,4,A
16334,pokrywający,4,C
16335,tożsamy,4,C
16336,przeliczyć,4,B
16337,czara,4,A
16338,zaopatrywanie,4,A
16339,syfilis,4,A
16340,taboret,4,A
16341,zbezcześcić,4,B
16342,przygnębiający,4,C
16343,impresja,4,A
16344,obwarować,4,B
16345,aktywować,4,B
16346,lotny,4,C
16347,pominięty,4,C
16348,sprawczyni,4,A
16349,pulpit,4,A
16350,totalnie,4,F
16351,podły,4,C
16352,odbity,4,C
16353,pełno,4,F
16354,goździk,4,A
16355,ścięcie,4,A
16356,rodzenie,4,A
16357,odręcznie,4,F
16358,przerzucający,4,C
16359,asfalt,4,A
16360,termometr,4,A
16361,otrucie,4,A
16362,rozszyfrowanie,4,A
16363,administrować,4,B
16364,niedomaganie,4,A
16365,hej,4,G
16366,obrzędowy,4,C
16367,ciotka,4,A
16368,wychwalać,4,B
16369,wyznający,4,C
16370,uszczelnianie,4,A
16371,zmotoryzowany,4,A
16372,elektron,4,A
16373,wersalka,4,A
16374,zwabiony,4,C
16375,zlecanie,4,A
16376,nadgraniczny,4,C
16377,odosobnić,4,B
16378,prostować,4,B
16379,uprościć,4,B
16380,lansowany,4,C
16381,salka,4,A
16382,moskit,4,A
16383,owalny,4,C
16384,odziany,4,C
16385,splądrowany,4,C
16386,stołek,4,A
16387,dofinansowywany,4,C
16388,podkradanie,4,A
16389,ukrócenie,4,A
16390,krwiobieg,4,A
16391,rozkładać,4,B
16392,wylać,4,B
16393,wypchany,4,C
16394,przejechanie,4,A
16395,trafienie,4,A
16396,specjalistka,4,A
16397,dziesięciobój,4,A
16398,postument,4,A
16399,sukcesywny,4,C
16400,zrujnować,4,B
16401,skuter,4,A
16402,rejestrowany,4,C
16403,licencjonowany,4,C
16404,dwutysięczny,4,C
16405,nadrobienie,4,A
16406,zarobiony,4,C
16407,montować,4,B
16408,izotop,4,A
16409,ulepszyć,4,B
16410,gałka,4,A
16411,oczny,4,C
16412,nieumyślnie,4,F
16413,adoptowanie,4,A
16414,powiernik,4,A
16415,odcień,4,A
16416,szczecinka,4,A
16417,zarysować,4,B
16418,rozwijany,4,C
16419,lipowy,4,C
16420,ulubienica,4,A
16421,odstraszać,4,B
16422,pochlebnie,4,F
16423,zaanektowany,4,C
16424,reparacje,4,A
16425,arfa,4,A
16426,pak,4,A
16427,kosztujący,4,C
16428,mata,4,A
16429,zacofanie,4,A
16430,dno,4,A
16431,wykluczający,4,C
16432,nut,4,A
16433,szczęk,4,A
16434,śrutowy,4,C
16435,dygnitarz,4,A
16436,muchomor,4,A
16437,tul,4,A
16438,hotelarski,4,C
16439,dopisany,4,C
16440,nieczysty,4,C
16441,ubezpieczać,4,B
16442,światek,4,A
16443,spedycyjny,4,C
16444,agenturalny,4,C
16445,ukierunkowany,4,C
16446,katalogowy,4,C
16447,pomnażanie,4,A
16448,jarmarczny,4,C
16449,tyranozaur,4,A
16450,metaliczny,4,C
16451,suszarka,4,A
16452,handlara,4,A
16453,bój,4,A
16454,odważnie,4,F
16455,zrewidowanie,4,A
16456,kameleon,4,A
16457,cyrkowy,4,C
16458,przyprowadzić,4,B
16459,zdobiący,4,C
16460,wehikuł,4,A
16461,umocowany,4,C
16462,napędzający,4,C
16463,różnie,4,F
16464,uskarżać się,4,B
16465,wymazać,4,B
16466,kulis,4,A
16467,atrybut,4,A
16468,zmasowany,4,C
16469,odziać,4,B
16470,zaprzeczający,4,C
16471,szczęśliwiec,4,A
16472,powiadomiony,4,C
16473,zarzucony,4,C
16474,bujny,4,C
16475,przydomowy,4,C
16476,konstytucyjnie,4,F
16477,zatracić,4,B
16478,folwark,4,A
16479,pasteryzacja,4,A
16480,konsystencja,4,A
16481,animacja,4,A
16482,rusztowanie,4,A
16483,bestialstwo,4,A
16484,marny,4,C
16485,pobojowisko,4,A
16486,wynoszenie,4,A
16487,surowiej,4,F
16488,bandytyzm,4,A
16489,baseballowy,4,C
16490,gastronomia,4,A
16491,przyswajanie,4,A
16492,wąskotorowy,4,C
16493,poszybować,4,B
16494,śladowy,4,C
16495,posiłkować,4,B
16496,mistyfikacja,4,A
16497,gromadzący,4,C
16498,gawędziarz,4,A
16499,paciorek,4,A
16500,zasięgnięcie,4,A
16501,spreparowany,4,C
16502,kemping,4,A
16503,ukrzyżowany,4,C
16504,neonazizm,4,A
16505,fryzjer,4,A
16506,zanieść,4,B
16507,ociemniała,4,A
16508,wliczać,4,B
16509,rys,4,A
16510,głośniej,4,F
16511,drganie,4,A
16512,naskalny,4,C
16513,wylotowy,4,C
16514,refren,4,A
16515,dyskredytować,4,B
16516,dźwigać,4,B
16517,porozumiewanie się,4,A
16518,nagłaśniać,4,B
16519,cesarstwo,4,A
16520,dopuszczany,4,C
16521,wspólniczka,4,A
16522,osa,4,A
16523,pojęty,4,C
16524,odwilż,4,A
16525,ciupaga,4,A
16526,niegdysiejszy,4,C
16527,przewrócony,4,C
16528,nawałnica,4,A
16529,gaśniczy,4,C
16530,transplantologia,4,A
16531,okowy,4,A
16532,roztrzaskać,4,B
16533,bryg,4,A
16534,czczony,4,C
16535,pisk,4,A
16536,strasznie,4,F
16537,krzyżyk,4,A
16538,złowrogi,4,C
16539,odpocząć,4,B
16540,pochopnie,4,F
16541,monarchistyczny,4,C
16542,wyhodowany,4,C
16543,niedokrwienie,4,A
16544,nieśmiertelny,4,C
16545,krwiolecznictwo,4,A
16546,dokupić,4,B
16547,trzeciak,4,A
16548,municypalny,4,C
16549,oczyszczający,4,C
16550,uff,4,G
16551,tantiema,4,A
16552,podciąć,4,B
16553,sztanga,4,A
16554,katastroficzny,4,C
16555,przyszyć,4,B
16556,posadzony,4,C
16557,wiadro,4,A
16558,bezdzietny,4,C
16559,wyzyskiwać,4,B
16560,wydalanie,4,A
16561,pośpiesznie,4,F
16562,wysłużony,4,C
16563,wyżywić,4,B
16564,kobierzec,4,A
16565,kulturowo,4,F
16566,czeczota,4,A
16567,wiatrówka,4,A
16568,wzbić,4,B
16569,wybiórczy,4,C
16570,brydżystka,4,A
16571,teraźniejszość,4,A
16572,ściąć,4,B
16573,hospitalizowany,4,C
16574,milionerka,4,A
16575,czterolecie,4,A
16576,awanturnictwo,4,A
16577,odmawianie,4,A
16578,drukowany,4,C
16579,śmigło,4,A
16580,winnica,4,A
16581,hałaśliwy,4,C
16582,baca,4,A
16583,prześcignąć,4,B
16584,przywoływać,4,B
16585,przesłonić,4,B
16586,przychodnia,4,A
16587,podatność,4,A
16588,unieszkodliwić,4,B
16589,bielik,4,A
16590,zalesić,4,B
16591,kładący,4,C
16592,doczesny,4,C
16593,farmacja,4,A
16594,wyeksponowany,4,C
16595,sklepowa,4,A
16596,zintegrowanie,4,A
16597,zmonopolizowanie,4,A
16598,wystrój,4,A
16599,trapiący,4,C
16600,przestudiować,4,B
16601,erekcja,4,A
16602,szczytowy,4,C
16603,przetoczyć,4,B
16604,wyczynowy,4,C
16605,bicz,4,A
16606,niebywały,4,C
16607,uświadomienie,4,A
16608,kowalik,4,A
16609,akustyczny,4,C
16610,podporucznik,4,A
16611,aeronautyka,4,A
